
  0.000000 -0.500000  4.000000
  0.000000 -0.474359  4.000000
  0.000000 -0.448718  4.000000
  0.000000 -0.423077  4.000000
  0.000000 -0.397436  4.000000
  0.000000 -0.371795  4.000000
  0.000000 -0.346154  4.000000
  0.000000 -0.320513  4.000000
  0.000000 -0.294872  4.000000
  0.000000 -0.269231  4.000000
  0.000000 -0.243590  4.000000
  0.000000 -0.217949  4.000000
  0.000000 -0.192308  4.000000
  0.000000 -0.166667  4.000000
  0.000000 -0.141026  3.420856
  0.000000 -0.115385  2.198442
  0.000000 -0.089744  0.795484
  0.000000 -0.064103  0.665058
  0.000000 -0.038462  0.640980
  0.000000 -0.012821  0.576554
  0.000000  0.012821  0.469334
  0.000000  0.038462  0.329786
  0.000000  0.064103  0.194097
  0.000000  0.089744  0.122098
  0.000000  0.115385  0.250148
  0.000000  0.141026  1.197707
  0.000000  0.166667  3.307227
  0.000000  0.192308  4.000000
  0.000000  0.217949  4.000000
  0.000000  0.243590  4.000000
  0.000000  0.269231  4.000000
  0.000000  0.294872  4.000000
  0.000000  0.320513  4.000000
  0.000000  0.346154  4.000000
  0.000000  0.371795  4.000000
  0.000000  0.397436  4.000000
  0.000000  0.423077  4.000000
  0.000000  0.448718  4.000000
  0.000000  0.474359  4.000000
  0.000000  0.500000  4.000000

  0.090816 -0.500000  4.000000
  0.090816 -0.474359  4.000000
  0.090816 -0.448718  4.000000
  0.090816 -0.423077  4.000000
  0.090816 -0.397436  4.000000
  0.090816 -0.371795  4.000000
  0.090816 -0.346154  4.000000
  0.090816 -0.320513  4.000000
  0.090816 -0.294872  4.000000
  0.090816 -0.269231  4.000000
  0.090816 -0.243590  4.000000
  0.090816 -0.217949  4.000000
  0.090816 -0.192308  4.000000
  0.090816 -0.166667  4.000000
  0.090816 -0.141026  3.408940
  0.090816 -0.115385  2.210036
  0.090816 -0.089744  0.778751
  0.090816 -0.064103  0.753701
  0.090816 -0.038462  0.736574
  0.090816 -0.012821  0.647818
  0.090816  0.012821  0.519211
  0.090816  0.038462  0.365198
  0.090816  0.064103  0.225577
  0.090816  0.089744  0.143382
  0.090816  0.115385  0.213441
  0.090816  0.141026  0.908369
  0.090816  0.166667  2.775981
  0.090816  0.192308  4.000000
  0.090816  0.217949  4.000000
  0.090816  0.243590  4.000000
  0.090816  0.269231  4.000000
  0.090816  0.294872  4.000000
  0.090816  0.320513  4.000000
  0.090816  0.346154  4.000000
  0.090816  0.371795  4.000000
  0.090816  0.397436  4.000000
  0.090816  0.423077  4.000000
  0.090816  0.448718  4.000000
  0.090816  0.474359  4.000000
  0.090816  0.500000  4.000000

  0.181633 -0.500000  4.000000
  0.181633 -0.474359  4.000000
  0.181633 -0.448718  4.000000
  0.181633 -0.423077  4.000000
  0.181633 -0.397436  4.000000
  0.181633 -0.371795  4.000000
  0.181633 -0.346154  4.000000
  0.181633 -0.320513  4.000000
  0.181633 -0.294872  4.000000
  0.181633 -0.269231  4.000000
  0.181633 -0.243590  4.000000
  0.181633 -0.217949  4.000000
  0.181633 -0.192308  4.000000
  0.181633 -0.166667  4.000000
  0.181633 -0.141026  3.407500
  0.181633 -0.115385  2.207276
  0.181633 -0.089744  0.786201
  0.181633 -0.064103  0.784778
  0.181633 -0.038462  0.814176
  0.181633 -0.012821  0.707736
  0.181633  0.012821  0.554824
  0.181633  0.038462  0.389958
  0.181633  0.064103  0.251776
  0.181633  0.089744  0.170334
  0.181633  0.115385  0.205181
  0.181633  0.141026  0.777008
  0.181633  0.166667  2.402075
  0.181633  0.192308  4.000000
  0.181633  0.217949  4.000000
  0.181633  0.243590  4.000000
  0.181633  0.269231  4.000000
  0.181633  0.294872  4.000000
  0.181633  0.320513  4.000000
  0.181633  0.346154  4.000000
  0.181633  0.371795  4.000000
  0.181633  0.397436  4.000000
  0.181633  0.423077  4.000000
  0.181633  0.448718  4.000000
  0.181633  0.474359  4.000000
  0.181633  0.500000  4.000000

  0.272449 -0.500000  4.000000
  0.272449 -0.474359  4.000000
  0.272449 -0.448718  4.000000
  0.272449 -0.423077  4.000000
  0.272449 -0.397436  4.000000
  0.272449 -0.371795  4.000000
  0.272449 -0.346154  4.000000
  0.272449 -0.320513  4.000000
  0.272449 -0.294872  4.000000
  0.272449 -0.269231  4.000000
  0.272449 -0.243590  4.000000
  0.272449 -0.217949  4.000000
  0.272449 -0.192308  4.000000
  0.272449 -0.166667  4.000000
  0.272449 -0.141026  3.407418
  0.272449 -0.115385  2.207678
  0.272449 -0.089744  0.762415
  0.272449 -0.064103  0.780513
  0.272449 -0.038462  0.857590
  0.272449 -0.012821  0.746431
  0.272449  0.012821  0.573412
  0.272449  0.038462  0.401751
  0.272449  0.064103  0.272205
  0.272449  0.089744  0.200594
  0.272449  0.115385  0.222187
  0.272449  0.141026  0.733229
  0.272449  0.166667  2.257348
  0.272449  0.192308  4.000000
  0.272449  0.217949  4.000000
  0.272449  0.243590  4.000000
  0.272449  0.269231  4.000000
  0.272449  0.294872  4.000000
  0.272449  0.320513  4.000000
  0.272449  0.346154  4.000000
  0.272449  0.371795  4.000000
  0.272449  0.397436  4.000000
  0.272449  0.423077  4.000000
  0.272449  0.448718  4.000000
  0.272449  0.474359  4.000000
  0.272449  0.500000  4.000000

  0.363265 -0.500000  4.000000
  0.363265 -0.474359  4.000000
  0.363265 -0.448718  4.000000
  0.363265 -0.423077  4.000000
  0.363265 -0.397436  4.000000
  0.363265 -0.371795  4.000000
  0.363265 -0.346154  4.000000
  0.363265 -0.320513  4.000000
  0.363265 -0.294872  4.000000
  0.363265 -0.269231  4.000000
  0.363265 -0.243590  4.000000
  0.363265 -0.217949  4.000000
  0.363265 -0.192308  4.000000
  0.363265 -0.166667  4.000000
  0.363265 -0.141026  3.409043
  0.363265 -0.115385  2.204745
  0.363265 -0.089744  0.747817
  0.363265 -0.064103  0.726314
  0.363265 -0.038462  0.848489
  0.363265 -0.012821  0.757329
  0.363265  0.012821  0.580222
  0.363265  0.038462  0.413575
  0.363265  0.064103  0.297292
  0.363265  0.089744  0.237179
  0.363265  0.115385  0.264821
  0.363265  0.141026  0.772203
  0.363265  0.166667  2.313880
  0.363265  0.192308  4.000000
  0.363265  0.217949  4.000000
  0.363265  0.243590  4.000000
  0.363265  0.269231  4.000000
  0.363265  0.294872  4.000000
  0.363265  0.320513  4.000000
  0.363265  0.346154  4.000000
  0.363265  0.371795  4.000000
  0.363265  0.397436  4.000000
  0.363265  0.423077  4.000000
  0.363265  0.448718  4.000000
  0.363265  0.474359  4.000000
  0.363265  0.500000  4.000000

  0.454082 -0.500000  4.000000
  0.454082 -0.474359  4.000000
  0.454082 -0.448718  4.000000
  0.454082 -0.423077  4.000000
  0.454082 -0.397436  4.000000
  0.454082 -0.371795  4.000000
  0.454082 -0.346154  4.000000
  0.454082 -0.320513  4.000000
  0.454082 -0.294872  4.000000
  0.454082 -0.269231  4.000000
  0.454082 -0.243590  4.000000
  0.454082 -0.217949  4.000000
  0.454082 -0.192308  4.000000
  0.454082 -0.166667  4.000000
  0.454082 -0.141026  3.413447
  0.454082 -0.115385  2.199282
  0.454082 -0.089744  0.699581
  0.454082 -0.064103  0.593447
  0.454082 -0.038462  0.786875
  0.454082 -0.012821  0.752401
  0.454082  0.012821  0.590338
  0.454082  0.038462  0.438605
  0.454082  0.064103  0.337022
  0.454082  0.089744  0.286842
  0.454082  0.115385  0.332033
  0.454082  0.141026  0.887122
  0.454082  0.166667  2.562463
  0.454082  0.192308  4.000000
  0.454082  0.217949  4.000000
  0.454082  0.243590  4.000000
  0.454082  0.269231  4.000000
  0.454082  0.294872  4.000000
  0.454082  0.320513  4.000000
  0.454082  0.346154  4.000000
  0.454082  0.371795  4.000000
  0.454082  0.397436  4.000000
  0.454082  0.423077  4.000000
  0.454082  0.448718  4.000000
  0.454082  0.474359  4.000000
  0.454082  0.500000  4.000000

  0.544898 -0.500000  4.000000
  0.544898 -0.474359  4.000000
  0.544898 -0.448718  4.000000
  0.544898 -0.423077  4.000000
  0.544898 -0.397436  4.000000
  0.544898 -0.371795  4.000000
  0.544898 -0.346154  4.000000
  0.544898 -0.320513  4.000000
  0.544898 -0.294872  4.000000
  0.544898 -0.269231  4.000000
  0.544898 -0.243590  4.000000
  0.544898 -0.217949  4.000000
  0.544898 -0.192308  4.000000
  0.544898 -0.166667  4.000000
  0.544898 -0.141026  3.421876
  0.544898 -0.115385  2.193815
  0.544898 -0.089744  0.653379
  0.544898 -0.064103  0.414471
  0.544898 -0.038462  0.647178
  0.544898 -0.012821  0.740427
  0.544898  0.012821  0.610070
  0.544898  0.038462  0.478476
  0.544898  0.064103  0.390717
  0.544898  0.089744  0.351869
  0.544898  0.115385  0.418194
  0.544898  0.141026  1.060172
  0.544898  0.166667  2.967845
  0.544898  0.192308  4.000000
  0.544898  0.217949  4.000000
  0.544898  0.243590  4.000000
  0.544898  0.269231  4.000000
  0.544898  0.294872  4.000000
  0.544898  0.320513  4.000000
  0.544898  0.346154  4.000000
  0.544898  0.371795  4.000000
  0.544898  0.397436  4.000000
  0.544898  0.423077  4.000000
  0.544898  0.448718  4.000000
  0.544898  0.474359  4.000000
  0.544898  0.500000  4.000000

  0.635714 -0.500000  4.000000
  0.635714 -0.474359  4.000000
  0.635714 -0.448718  4.000000
  0.635714 -0.423077  4.000000
  0.635714 -0.397436  4.000000
  0.635714 -0.371795  4.000000
  0.635714 -0.346154  4.000000
  0.635714 -0.320513  4.000000
  0.635714 -0.294872  4.000000
  0.635714 -0.269231  4.000000
  0.635714 -0.243590  4.000000
